Time,Source,Source Port,Destination,Destination Port,Protocol,Length,repeats,Event,Seq,Ack,Win,Len,MSS
14.446622157889445,CAMERA_IP,DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,4,DNS_Query,,1804.0,32120.0,1413.0,
11.35263521683099,COMPUTER_IP,CAM_TO_DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,76,ICMP_TTL,1804.0,,33580.0,0.0,
6.606507912992521,COMPUTER_IP,CAM_TO_DOM_PORT,CAMERA_IP,CAM_TO_GATEWAY_PORT,TCP,161,978,ICMP_Redirect,1804.0,1804.0,65535.0,1413.0,
6.531745340372307,DOMAIN_IP,GATEWAY_PORT,DOMAIN_IP,DOM_PORT,ICMP,60,3,DNS_Response,0.0,,,,
14.472541128711372,DOMAIN_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,ICMP,1467,1,TCP_SYN,599.0,1570.0,32120.0,0.0,
1.0417664630811105,CAMERA_IP,CAM_TO_DOM_PORT,CAMERA_IP,DOM_PORT,TCP,60,2,TCP_SYN_ACK,1943.0,315698.0,65535.0,1413.0,
2.814618509800101,CAMERA_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,1467,4,TCP_CAM_ACK,1804.0,,,,
-0.24907117857177918,GATEWAY_IP,DOM_PORT,DOMAIN_IP,DOM_PORT,ICMP,54,7,ICMP_TTL,599.0,41576.0,,1413.0,
2.8754867514651026,COMPUTER_IP,DOM_PORT,CAMERA_IP,CAM_TO_DOM_PORT,TCP,60,11,TCP_CAM_PSH_ACK,,338306.0,33580.0,,1460.0
3.0808835313229936,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,CAM_TO_DOM_PORT,TCP,54,4,TCP_CAM_Duplicate_ACK,253.0,,32120.0,,
8.8182317487572,,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,288,3,TCP_Window_Update,,345371.0,65535.0,69.0,
216.47596538678744,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,CAM_TO_DOM_PORT,TCP,1467,1,TCP_DOM_ACK,1804.0,1.0,65535.0,0.0,
7.295216977872212,DOMAIN_IP,DOM_PORT,CAMERA_IP,DOM_PORT,TCP,1467,1,ICMP_Redirect,599.0,1804.0,,,
13.236937201321094,DOMAIN_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TLSv1.2,60,156,TCP_DOM_PSH_ACK,599.0,1804.0,32120.0,0.0,
1.8270481401223821,DOMAIN_IP,GATEWAY_PORT,CAMERA_IP,DOM_PORT,ICMP,54,8,TLS_Client_Hello,1804.0,1804.0,26883.0,0.0,1460.0
8.82478561418183,,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,1467,2,TCP_DOM_Duplicate_ACK,,213962.0,32120.0,0.0,
11.871012453189536,,CAM_TO_DOM_PORT,CAMERA_IP,DOM_PORT,TCP,1467,4,TLS_Retransmit,355262.0,1804.0,65535.0,,
10.399300414314554,DOMAIN_IP,DOM_PORT,CAMERA_IP,DOM_PORT,TCP,1467,11,TLS_Server_Hello,,33098.0,33580.0,0.0,
12.92697670060571,CAMERA_IP,CAM_TO_DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,123,3,TLS_Retransmit,599.0,,32120.0,0.0,
14.820895017865224,CAMERA_IP,DOM_PORT,DOMAIN_IP,DOM_PORT,TCP,60,3,TLS_Certificate,119291.0,1.0,65535.0,,
6.331198693438639,DOMAIN_IP,CAM_TO_DOM_PORT,CAMERA_IP,CAM_TO_GATEWAY_PORT,TCP,1467,8,TLS_Retransmit,1804.0,355262.0,65535.0,0.0,
7.115039363164295,CAMERA_IP,GATEWAY_PORT,CAMERA_IP,DOM_PORT,TCP,1467,11,ICMP_TTL,599.0,1804.0,65535.0,0.0,
